id,date_occurred,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode,,
,7/30/03,11:00:00 AM,1,Attempted,,St. Lucia,St. Lucia,56,14.0666667,-62.325,1,1,,1,"West of St. Lucia Island, Caribbean Sea",Lin,Liberia,450,Steaming,0,1,0,-99,,
,7/31/03,12:30:00 AM,4,Attempted,,St. Lucia,St. Lucia,56,14,-62.5,1,1,,1,"West of St. Lucia Island, Caribbean Sea",Nordstjernen,Panama,95,Steaming,0,1,0,-99,,
,7/31/03,6:45:00 AM,1,Attempted,,Indonesia,Indonesia,850,5.99,96.18,1,1,,1,"Northern Tip of Sumatra, Indonesia",Igloo Espoo,Norway,385,Steaming,0,1,0,-99,,
,7/31/03,,-99,Actual,Boarding,Kenya,Kenya,501,-4.0666667,39.6666667,2,1,,0,"Mombasa Anchorage, Kenya",Beira 9,South Korea,732,Anchored,0,2,1,2,,
,8/3/03,10:00:00 PM,3,Attempted,,Yemen,Yemen,679,12.6166667,47.4833333,1,1,,1,Gulf of Aden,Delfinaki,Cyprus,352,Steaming,0,1,0,-99,,
,8/3/03,11:40:00 PM,3,Attempted,,Yemen,Yemen,679,12.9166667,47.5833333,1,1,,1,Gulf of Aden,Britanis ,Greece,350,Steaming,0,1,0,-99,,
,8/5/03,11:15:00 PM,3,Attempted,,Panama,Panama,95,9.3431667,-79.9166667,2,1,,1,"Cristobal Outer Anchorage, Panama",APL Almandine,Singapore,830,Anchored,0,2,0,-99,,
,8/6/03,6:45:00 AM,1,Attempted,,Philippines,Philippines,840,4.195,120.0016667,1,1,,1,"Celebes Sea, South of Tawi-Tawi Islands, Philippines",Sealink Maju,Malaysia,820,Steaming,1,1,0,-99,,
,8/8/03,4:00:00 AM,4,Actual,Boarding,Venezuela,Venezuela,101,10.5,-68,2,1,,1,"Berth No. 29, Puerto Cabello Port, Venezuela",DS Regent,Bahamas,51,Berthed,0,3,1,2,,
,8/9/03,2:20:00 AM,4,Attempted,,Tanzania,Tanzania,510,-6.6333333,39.4666667,1,1,,1,"Dar Es Salaam, Tanzania",Asha Ashik,St. Vincent and Grenadines,57,Steaming,0,1,0,-99,,
,8/9/03,5:25:00 PM,2,Attempted,,Indonesia,Indonesia,850,5.7166667,97.7333333,1,1,,1,Malacca Straits,Dong Yih,Taiwan,713,Steaming,1,1,0,-99,,
,8/10/03,1:50:00 AM,4,Actual,Boarding,Senegal,Senegal,433,14.6666667,-17.3666667,4,1,,1,"Off Dakar Port, Senegal",Delmas Casablanca,Antigua and Barbuda,58,Steaming,0,1,1,2,,
,8/10/03,4:30:00 AM,4,Attempted,,Brazil,Brazil,140,-1.4666667,-48.4765,2,1,,1,"Belem Anchorage, Brazil",Torm Vita,Denmark,390,Anchored,0,2,0,-99,,
,8/10/03,1:30:00 PM,2,Actual,Boarding,Malaysia,Malaysia,820,2.7916667,101.0883333,1,1,,1,Malacca Straits,Penrider,Malaysia,820,Anchored,1,2,1,2,,
,8/12/03,1:45:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,22.25,91.7166667,1,1,,1,"Anchorage 'B' Chittagong, Bangladesh",Simoon,Panama,95,Anchored,1,2,1,2,,
,8/12/03,2:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,4.8333333,108.0333333,1,1,,1,Indonesia,2206 QNG,Vietnam,816,Steaming,0,1,1,2,,
,8/17/03,9:10:00 PM,3,Attempted,,Bangladesh,Bangladesh,771,22.1666667,91.7666667,1,1,,1,"Anchorage C, Chittagong, Bangladesh",Founder M,Marshall Islands,983,Anchored,0,2,0,-99,,
,8/17/03,11:43:00 PM,3,Attempted,,Jamaica,Jamaica,51,17.4933333,-77.4166667,1,1,,1,"South of Kingston, Jamaica",Silverfjord,Singapore,830,Steaming,0,1,0,-99,,
,8/18/03,12:01:00 AM,4,Actual,Boarding,Honduras,Honduras,91,15.8431667,-87.95,2,1,,1,"Puerto Cortes Roads, Honduras",Giant,Hong Kong,710,Anchored,0,2,1,2,,
,8/18/03,2:25:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,4.4265,7.15,2,1,,1,"Bonny Roads, Nigeria",Kota Halus,Hong Kong,710,Anchored,1,2,1,2,,
,8/18/03,7:30:00 PM,3,Attempted,,Indonesia,Indonesia,850,6.1166667,97.55,1,1,,1,Malacca Straits,Gisiang,Malaysia,820,Steaming,0,1,0,-99,,
,8/19/03,12:05:00 AM,4,Actual,Boarding,Ghana,Ghana,452,5.6166667,-0.0166667,2,1,,1,"Tema Roads, Ghana",Delmas Sycamore,Cyprus,352,Anchored,0,2,1,2,,
,8/20/03,5:30:00 AM,4,Actual,Boarding,Cameroon,Cameroon,471,4.0431667,9.6666667,2,1,,1,Douala Cameroon,Snowmass,Panama,95,Berthed,0,3,1,2,,
,8/21/03,11:30:00 AM,1,Actual,Boarding,Nigeria,Nigeria,475,5.7966667,5.3416667,1,1,,1,"Deli Creek, Harrison PT, Sapele, Nigeria",John N. Pateras,Cyprus,352,Steaming,1,1,1,2,,
,8/22/03,9:30:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,0.95,105.05,1,1,,1,"Vicinity of Bintan Island, Indonesia",Sinar Surya,Panama,95,Steaming,0,1,1,2,,
,8/22/03,11:30:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,1.61,105.375,1,1,,1,"Vicinity of Bintan Island, Indonesia",Superior Star,Malaysia,820,Steaming,0,1,1,2,,
,8/23/03,,-99,Actual,Boarding,Nigeria,Nigeria,475,4.0699,4.7561,4,1,,0,"Off Nigeria, Nigeria",,,,Steaming,1,1,1,2,,
,8/24/03,1:00:00 AM,4,Actual,Boarding,India,India,750,10.415,76.5351667,2,1,,1,"Coal Terminal, Cartagena, Colombia",Sunshine Sky,Panama,95,Berthed,1,3,1,2,,
,8/24/03,5:35:00 PM,2,Attempted,,Indonesia,Indonesia,850,-8.7333333,115.7166667,1,1,,1,"Lombok Straits, Indonesia",Fu Tong,Hong Kong,710,Steaming,0,1,0,-99,,
,8/25/03,10:35:00 PM,3,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,2,1,,1,"Lagos SBM, Nigeria",Coral Star,Norway,385,Berthed,1,3,1,2,,
,8/26/03,5:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,1.3333333,104.9666667,1,1,,1,"About 50NM NE of Bintan Island, Indonesia",Elegant Pescadores,Panama,95,Steaming,1,1,1,2,,
,8/27/03,11:30:00 AM,1,Attempted,,Nigeria,Nigeria,475,6.45,3.3766667,3,1,,0,"10 miles off Lagos, Nigeria",Maribel,Norway,385,Anchored,0,2,0,-99,,
,8/28/03,12:01:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,4,1,,1,"Chittagong Roads Anchorage, Bangladesh",Ambika,India,750,Steaming,0,1,1,2,,
,8/28/03,10:50:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,0.7666667,105.2333333,1,1,,1,"Off Bintan Island, Indonesia",Regina V,Panama,95,Steaming,1,1,1,2,,
,8/29/03,11:30:00 PM,3,Attempted,,Indonesia,Indonesia,850,0.9333333,105.1333333,1,1,,1,"Off Bintan Island, Indonesia",Vitali,Greece,350,Steaming,0,1,0,-99,,
,8/30/03,2:30:00 AM,4,Actual,Boarding,Haiti,Haiti,41,18.4265,-69.2931667,2,1,,1,"San Pedro de Macoris, Dominican Republic",Solano,Panama,95,Berthed,0,3,1,2,,
,8/30/03,4:46:00 AM,4,Attempted,,Indonesia,Indonesia,850,1.0566667,105.1083333,1,1,,1,"Off Bintan Island, Indonesia",Levin,Singapore,830,Steaming,0,1,0,-99,,
,8/31/03,1:15:00 AM,4,Actual,Boarding,India,India,750,13.0931667,80.2931667,2,1,,1,"Chennai Anchorage, India",E.R. Hobart,Liberia,450,Anchored,0,2,1,2,,
,8/31/03,5:00:00 AM,4,Attempted,,Indonesia,Indonesia,850,0.7983333,105.3316667,1,1,,1,"Off Bintan Island, Indonesia",Fas Port Kelang,Cyprus,352,Steaming,0,1,0,-99,,
,9/1/03,2:00:00 AM,4,Attempted,,Indonesia,Indonesia,850,1.3216667,104.7816667,1,1,,0,"Vicinity of Bintan Island, Indonesia",Jacqueline,Antigua and Barbuda,58,Steaming,0,1,0,-99,,
,9/1/03,7:30:00 AM,1,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Berth No.6, Chittagong port, Bangladesh",Marine Universal II,Panama,95,Berthed,0,3,1,2,,
,9/2/03,1:30:00 AM,4,Actual,Boarding,Peru (Peruvian point of view),Peru (Peruvian point of view),135,-12.5,-77.1666667,2,1,,1,"Berth No. 5, Callao Port, Peru",Sky Bulker,Panama,95,Berthed,0,3,1,2,,
,9/4/03,4:30:00 AM,4,Attempted,,Indonesia,Indonesia,850,0.925,105.1666667,1,1,,1,"30NM East of Bintan Island, Indonesia",Hermia,Panama,95,Steaming,0,1,0,-99,,
,9/4/03,3:40:00 PM,2,Actual,Boarding,Philippines,Philippines,840,14.5931667,121,2,1,,1,"Inner Anchorage No. 2, Manila, Philippines",Handy Rainbow,Hong Kong,710,Anchored,0,2,1,2,,
,9/4/03,8:45:00 PM,3,Actual,Boarding,Guyana,Guyana,110,6.8216667,-58.17,2,1,,1,"Georgetown, Guayana",Dutch Spear,Netherlands,210,Berthed,0,3,1,2,,
,9/5/03,2:00:00 PM,2,Actual,Boarding,India,India,750,13.0931667,80.2931667,3,1,,1,"3 miles off Chennai Breakwater, India",Akropolis,Panama,95,Anchored,0,2,1,2,,
,9/5/03,8:30:00 PM,3,Attempted,,Malaysia,Malaysia,820,3.9833,100.0698,4,1,,0,"Off Pulau Jarak off Lumut, Malacca Straits",,Malaysia,820,Steaming,1,1,0,-99,,
,9/8/03,12:10:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,2,1,,1,"Lagos Anchorage, Nigeria",Angel III,Malta,338,Anchored,0,2,1,2,,
,9/13/03,7:25:00 PM,3,Actual,Boarding,Nigeria,Nigeria,475,4.433333333,7.15,4,1,,0,"Bonnie Signal Station, Nigeria",Stevns Power,Denmark,390,Steaming,0,1,1,2,,
,9/15/03,3:35:00 AM,4,Actual,Boarding,Philippines,Philippines,840,14.5931667,121,2,1,,1,"Manila Anchorage, Philippines",Capt Stefanos,Bahamas,51,Anchored,0,2,1,2,,
,9/19/03,1:30:00 AM,4,Actual,Hijacked,Indonesia,Indonesia,850,0.7,103.7,4,1,,0,"Off Selat Durian, Indonesia",Poet Vanda,Singapore,830,Steaming,1,1,1,1,,
,9/19/03,2:00:00 AM,4,Actual,Boarding,Brazil,Brazil,140,-1.4666667,-48.4765,3,1,,1,"Icoaraci Anchorage, Belem",Varanasi,India,750,Anchored,0,2,1,2,,
,9/20/03,7:30:00 PM,3,Attempted,,Taiwan,Taiwan,713,25.1666667,120.8333333,1,1,,1,NW Of Taiwan,SA Fortius,Bahamas,51,Steaming,0,1,0,-99,,
,9/21/03,7:00:00 PM,3,Actual,Boarding,Vietnam,Vietnam,816,10.8265,106.75,2,1,,1,"Buoy Rau Qua 3, Saigon Port, Vietnam",Clipper Ipanema,Bahamas,51,Anchored,0,2,1,2,,
,9/24/03,12:45:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-1.25,116.7931667,2,1,,1,"Balikpapan Inner Anchorage, Indonesia",Jag Rishi,India,750,Anchored,1,2,1,2,,
,9/25/03,11:30:00 PM,3,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,3,1,,0,"6NM Off Lagos, Nigeria",Kirsten,Norway,385,Anchored,0,2,1,2,,
,9/26/03,1:30:00 AM,4,Actual,Hijacked,Indonesia,Indonesia,850,-3.2167,116.267,4,1,,0,"Tg. Pemangingan Kalimantan, Indonesia",Wecoy 3 and Bintang 3,Singapore,830,Steaming,1,1,1,1,,
,9/27/03,2:30:00 AM,4,Actual,Boarding,Vietnam,Vietnam,816,20.9355,107.0891667,2,1,,1,"Hon Gai (Cai Lan) Anchorage, Vietnam",Marlene Green,Netherlands,210,Anchored,0,2,1,2,,
,9/27/03,5:20:00 AM,4,Actual,Boarding,India,India,750,13.0931667,80.2931667,2,1,,1,"Chennai Anchorage, India",China Trader,Hong Kong,710,Anchored,0,2,1,2,,
,9/29/03,,-99,Actual,Boarding,Yemen,Yemen,679,12.5182,47.6446,4,1,,0,Gulf of Aden,,,,Steaming,0,1,1,2,,
,9/30/03,4:15:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-0.0833333,117.5666667,1,1,,1,"Santan Anchorage, Indonesia",Namsan Spirit,Bahamas,51,Anchored,0,2,1,2,,
,9/30/03,9:00:00 PM,3,Attempted,,India,India,750,9.9666667,76.25,2,1,,1,"North Tanker Berth, Cochin, India",British Adventure,UK,200,Berthed,0,3,0,-99,,
,10/2/03,3:50:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-0.1,117.5266667,2,1,,1,"Santan Anchorage, Indonesia",Sir Ivor,Hong Kong,710,Anchored,0,2,1,2,,
,10/2/03,5:20:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage 'C', Bangladesh",Bunga Siantan,Malaysia,820,Anchored,0,2,1,2,,
,10/2/03,,-99,Actual,Boarding,Internationa Waters (Arabian Sea),India,750,13.2492,64.0086,4,1,,0,"North Arabian Gulf, Arabian Gulf",,,,Steaming,0,1,1,2,,
,10/3/03,6:00:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,23.181,89.678,4,1,,0,"Mukchhura, Madhumati River, Bangladesh",Kafela,Bangladesh,771,Steaming,1,1,1,2,,
,10/3/03,,-99,Actual,Hijacked,Bangladesh,Bangladesh,771,22.2937,91.1113,4,1,,0,"Chowmuhini ghat, Meghna River, Bangladesh",,Bangladesh,771,Steaming,1,1,1,1,,
,10/3/03,,-99,Actual,Hijacked,Bangladesh,Bangladesh,771,22.2937,91.1113,4,1,,0,"Chowmuhini ghat, Meghna River, Bangladesh",,Bangladesh,771,Anchored,1,2,1,1,,
,10/4/03,1:20:00 AM,4,Actual,Boarding,Vietnam,Vietnam,816,20.7266667,107.1766667,1,1,,1,"Hon Gai Anchorage, Vietnam",Alam Selamat,Malaysia,820,Anchored,0,2,1,2,,
,10/4/03,1:25:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage 'B', Bangladesh",Pranedya Pratama,Liberia,450,Anchored,0,2,1,2,,
,10/6/03,,-99,Actual,Boarding,Bangladesh,Bangladesh,771,21.5548333,89.91,4,1,,0,"Fhiringi Canal, Sundarbans, Bangladesh",,Bangladesh,771,Steaming,1,1,1,2,,
,10/7/03,2:10:00 AM,4,Actual,Boarding,Vietnam,Vietnam,816,20.7016667,107.2183333,1,1,,1,"Haiphong, Vietnam",Marilis T,Cyprus,352,Anchored,0,2,1,2,,
,10/8/03,7:10:00 PM,3,Actual,Boarding,Venezuela,Venezuela,101,10.1166667,-64.5931667,2,1,,1,"Guanta Port, Venezuela",Nord ,Estonia,366,Berthed,0,3,1,2,,
,10/9/03,,-99,Actual,Boarding,Bangladesh,Bangladesh,771,23.0833,90.63,4,1,,0,"Meghna River, Bangladesh",,Bangladesh,771,Steaming,1,1,1,2,,
,10/10/03,4:05:00 AM,4,Actual,Boarding,India,India,750,22.0265,88.0765,2,1,,0,"Sagar Inner Anchorage, Haldia, India",Tiger Arrow,Antigua and Barbuda,58,Anchored,0,2,1,2,,
,10/12/03,3:22:00 AM,4,Actual,Boarding,Colombia,Colombia,100,3.8766667,-77.0666667,2,1,,0,"Inner Anchorage Buenaventura, Colombia",Active,Malta,338,Anchored,1,2,1,2,,
,10/15/03,,-99,Actual,Boarding,India,India,750,24.6568,88.0388,4,1,,1,"Meghna River, Natun Char,  Bangladesh",,Bangladesh,771,Steaming,0,1,1,2,,
,10/17/03,12:40:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,3,1,,1,"16 miles SW of Lagos, Nigeria",British Energy,UK,200,Anchored,0,2,1,2,,
,10/17/03,2:05:00 PM,2,Attempted,,Indonesia,Indonesia,850,3.1916667,105.45,1,1,,1,"Vicinity of Anambas Island, Indonesia",Mekong Pride,Singapore,830,Steaming,0,1,0,-99,,
,10/18/03,12:15:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.295,105.4166667,1,1,,1,"SW of Anambas Island, Indonesia",Bow De Feng,Hong Kong,710,Steaming,1,1,1,2,,
,10/18/03,3:00:00 PM,2,Actual,Boarding,Indonesia,Indonesia,850,1.0166667,105.1,1,1,,1,"East of Bintan Island, Indonesia",Doric Pride,Greece,350,Steaming,1,1,1,2,,
,10/18/03,,-99,Actual,Boarding,Bangladesh,Bangladesh,771,21.8152,91.855,4,1,,0,"Kutubdia, Bangladesh",,Bangladesh,771,Steaming,0,1,1,2,,
,10/19/03,2:20:00 AM,4,Actual,Boarding,Guinea,Guinea,438,9.5166667,-13.7166667,2,1,,1,"Conakry Roads, Guinea",Saad,Morocco,600,Anchored,1,2,1,2,,
,10/19/03,2:36:00 PM,2,Actual,Boarding,Indonesia,Indonesia,850,1.27,104.9283333,1,1,,1,"East of Bintan Island, Indonesia",Konkar Aliki,Panama,95,Steaming,1,1,1,2,,
,10/19/03,3:00:00 PM,2,Actual,Boarding,Indonesia,Indonesia,850,1.1416667,104.8916667,1,1,,1,"East of Bintan Island, Indonesia",Amber Halo,Panama,95,Steaming,1,1,1,2,,
,10/19/03,,-99,Actual,Boarding,Bangladesh,Bangladesh,771,23.0833,90.63,4,1,,0,"Meghna River, Tajmuddin, Bangladesh",,Bangladesh,771,Steaming,1,1,1,2,,
,10/22/03,4:15:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong 'B' Anchorage, Bangladesh",Advantage,USA,2,Steaming,0,1,1,2,,
,10/23/03,4:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.7766667,98.6766667,2,1,,1,"Belawan port, Indonesia",Pac Adara,Singapore,830,Berthed,0,3,1,2,,
,10/23/03,5:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.045,106.8933333,1,1,,1,"Tg. Priok Anchorage, Indonesia",Star Harmonia,Norway,385,Anchored,0,2,1,2,,
,10/25/03,4:20:00 AM,4,Attempted,,Indonesia,Indonesia,850,4.945,98.1033333,1,1,,1,Malacca Straits,Thor Kirsten,Denmark,390,Steaming,1,1,0,-99,,
,10/25/03,10:40:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,-3.0616667,107.0016667,1,1,,1,"Selat Leplia, Indonesia",Caroline 7,Panama,95,Steaming,1,1,1,2,,
,10/25/03,,-99,Actual,Boarding,Indonesia,Indonesia,850,-5.5265,104.5933333,2,1,,1,"Teluk Semangka Anchorage, Indonesia",Torm Valborg,Norway,385,Anchored,0,2,1,2,,
,10/26/03,4:30:00 AM,4,Actual,Boarding,Thailand,Thailand,800,7.3333333,103.3416667,1,1,,1,"Gulf of Thailand, Thailand",Rangitane,Antigua and Barbuda,58,Steaming,0,1,1,2,,
,10/26/03,8:00:00 PM,3,Actual,Hijacked,Malaysia,Malaysia,820,4.558,99.373,1,1,,1,Malacca Straits,PKFA 8588,Malaysia,820,Steaming,1,1,1,1,,
,10/26/03,10:00:00 PM,3,Actual,Boarding,Vietnam,Vietnam,816,10.5666667,107.0166667,2,1,,1,"Buoy No. RQ2, Ho Chi Minh City, Vietnam",Pac Aquila,Singapore,830,Anchored,1,2,1,2,,
,10/27/03,3:20:00 PM,2,Actual,Boarding,Guyana,Guyana,110,6.8216667,-58.17,2,1,,1,"Texaco Berth, Georgetown, Guyana",Stena Calypso,UK,200,Berthed,0,3,1,2,,
,10/27/03,6:45:00 PM,3,Actual,Hijacked,Indonesia,Indonesia,850,-1.0167,104.367,4,1,,1,"Tanjung Jabung, Selat Berhala, Indonesia",Royal Palma I and Royal Palma 9,Indonesia,850,Steaming,1,1,1,1,,
,10/29/03,2:48:00 AM,4,Attempted,,Indonesia,Indonesia,850,1.055,105.23,1,1,,1,"22.75 miles off Pulau Mapor, off Bintan Island, Indonesia",Kavo Portland,Panama,95,Steaming,0,1,0,-99,,
,10/31/03,7:00:00 PM,3,Actual,Boarding,Colombia,Colombia,100,10.3265,-75.5265,2,1,,1,"Mamonal Inner Anchorage, Colombia",Bene,Croatia,344,Anchored,1,2,1,2,,
,11/2/03,4:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,1.2166667,105.1666667,1,1,,1,"Off Bintan Island, Indonesia",Jag Pranam,India,750,Steaming,1,1,1,2,,
,11/2/03,9:30:00 PM,3,Actual,Boarding,Trinidad & Tobago,Trinidad & Tobago,52,10.0079,-61.4661,4,1,,1,"Off Columbus Channel, South Trinidad, Trinidad Island",Crystal Clear,,,Steaming,0,1,1,2,,
,11/2/03,9:30:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,3.0833333,105.3583333,1,1,,1,"Off P. Mangkai, Off Anambas Island, Indonesia",Arabella,Liberia,450,Steaming,1,1,1,2,,
,11/2/03,10:00:00 PM,3,Actual,Boarding,Trinidad & Tobago,Trinidad & Tobago,52,10.0079,-61.4661,4,1,,1,"Off Columbus Channel, South Trinidad, Trinidad Island",Kelly,,,Steaming,0,1,1,2,,
,11/2/03,,-99,Actual,Boarding,Bangladesh,Bangladesh,771,23.0833,90.63,4,1,,0,"Meghna River, Bangladesh",,Bangladesh,771,Steaming,1,1,1,2,,
,11/3/03,12:10:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.2666667,105.4066667,1,1,,1,"Off Anambas Island, Indoesia",Sattar,Malta,338,Steaming,1,1,1,2,,
,11/3/03,1:15:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-2.0083333,108.4366667,1,1,,1,Indonesia,Victory,Cambodia,811,Steaming,1,1,1,2,,
,11/3/03,2:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.275,105.365,1,1,,1,"Off Anambas Island, Indoesia",Vega Gas,Panama,95,Steaming,1,1,1,2,,
,11/3/03,2:45:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-1.6916667,116.66,2,1,,1,"Adang Bay Anchorage, Indonesia",Andhika Puspita,Singapore,830,Anchored,0,2,1,2,,
,11/4/03,11:55:00 AM,1,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,0,"Chittagong roads, Bangladesh",Orient Excellence,Singapore,830,Anchored,0,2,1,2,,
,11/5/03,6:00:00 PM,2,Actual,Boarding,Vietnam,Vietnam,816,10.5283333,107.0033333,1,1,,1,"Vung Tau Anchorage, Vietnam",Jo Oak,Norway,385,Anchored,0,2,1,2,,
,11/6/03,,-99,Actual,Missing,Cambodia,Cambodia,811,10.6969,101.4759,4,1,,0,"Between Kota Kinabalu and Thailand, South China Sea",Adi Segara 2 anf Adi Segara 250,Malaysia,820,Steaming,0,1,1,5,,
,11/7/03,11:30:00 PM,3,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage, Bangladesh",Induruwa Valley,Sri Lanka,780,Anchored,0,2,1,2,,
,11/9/03,5:10:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-1.25,116.7931667,2,1,,1,"Balikpapan Inner Anchorage, Indonesia",Conger,Cyprus,352,Steaming,1,1,1,2,,
,11/10/03,2:00:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage 'B', Bangladesh",X-press Manaslu,Singapore,830,Anchored,0,2,1,2,,
,11/10/03,6:48:00 AM,1,Actual,Boarding,Nigeria,Nigeria,475,6.3366667,3.38,1,1,,1,"Lagos road, Nigeria",Nordic Blossom,Liberia,450,Anchored,0,2,1,2,,
,11/10/03,,-99,Actual,Boarding,Senegal,Senegal,433,14.6666667,-17.3666667,3,1,,1,"1.5 miles from Dakar Pilot Station, Dakar Senegal",Nova Friesia,Netherlands,210,Steaming,0,1,1,2,,
,11/11/03,10:30:00 AM,1,Attempted,,Nigeria,Nigeria,475,5.5,5.7166667,4,1,,1,"During River passage, Warri, Nigeria",Nickerie,Netherlands Antilles,210,Steaming,1,1,0,-99,,
,11/11/03,9:40:00 PM,3,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage, Bangladesh",Cec Pacific,Isle of Man,200,Anchored,0,2,1,2,,
,11/14/03,5:50:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-1.4433333,116.7666667,2,1,,1,"Lawi Lawi Anchorage, Indonesia",Agate,Singapore,830,Anchored,1,2,1,2,,
,11/14/03,,-99,Actual,Hijacked,Bangladesh,Bangladesh,771,23.2617,90.5947,4,1,,0,"Vangar, Padma River, Bangladesh",Dildar Ali 5,Bangladesh,771,Steaming,1,1,1,1,,
,11/16/03,10:55:00 AM,1,Attempted,,Indonesia,Indonesia,850,-1.25,116.7931667,2,1,,1,"Balikpapan anchorage, Indonesia",Agate,Singapore,830,Anchored,0,2,0,-99,,
,11/16/03,10:00:00 PM,3,Actual,Boarding,Vietnam,Vietnam,816,10.3489,106.8635,3,1,,1,"About 6NM Off Ho Chi Minh City, Vietnam",Holnis,Cyprus,352,Anchored,0,2,1,2,,
,11/17/03,4:55:00 AM,4,Actual,Boarding,Nigeria,Nigeria,475,6.2533333,3.3366667,1,1,,0,"Lagos Off Shore Anchorage (OPL), Nigeria",Emerald,Malta,338,Anchored,0,2,1,2,,
,11/17/03,7:20:00 PM,3,Attempted,,Indonesia,Indonesia,850,-6.0166667,105.9,1,1,,1,"Cigading Anchorage, Indonesia",Iran Deyanat,Iran,630,Anchored,0,2,0,-99,,
,11/17/03,,-99,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166,90.8452,4,1,,0,"Charfassion and Lalmohon Upazila in Bhola district, Bangladesh",,Bangladesh,771,Steaming,0,1,1,2,,
,11/18/03,,-99,Actual,Boarding,Bangladesh,Bangladesh,771,22.3612,90.8819,4,1,,0,"Sonarchar area, Bangladesh",,Bangladesh,771,Steaming,0,1,1,2,,
,11/19/03,12:00:00 PM,1,Attempted,,South Africa,South Africa,560,-30.9666667,32.3666667,1,1,,0,"Port Shepstone, East Coast of South Africa",Linares,Bermuda,200,Steaming,0,1,0,-99,,
,11/19/03,11:15:00 PM,3,Actual,Boarding,Malaysia,Malaysia,820,1.2983333,104.1016667,1,1,,1,"Near Eastern Buoy, Singapore Straits",Oxalis Vanda,Singapore,830,Steaming,0,1,1,2,,
,11/21/03,10:00:00 PM,3,Attempted,,Internationa Waters (North Atlantic Ocean),Guadeloupe-Martinique,220,17.75,-54.5166667,1,1,,1,Caribbean Sea,Fafa Piti,France ,220,Steaming,0,1,0,-99,,
,11/22/03,12:00:00 AM,4,Actual,Boarding,Angola,Angola,540,-8.8,13.25,2,1,,0,"Luanda roads, Angola",,,,Anchored,0,2,1,2,,
,11/22/03,11:00:00 PM,3,Actual,Boarding,Nigeria,Nigeria,475,6.45,3.3766667,2,1,,1,"Lagos Anchorage, Nigeria",Rim III,Honduras,91,Anchored,0,2,1,2,,
,11/23/03,4:00:00 AM,4,Actual,Boarding,Bangladesh,Bangladesh,771,22.2166667,91.7931667,2,1,,1,"Chittagong Anchorage, Bangladesh",Rio Negro,Liberia,450,Anchored,0,2,1,2,,
